Age,Fare,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Deck
5,3,2,684,3,1,5,0.0,M
0,3,1,685,2,1,1,0.0,M
4,3,2,686,2,1,1,0.0,M
5,3,1,687,3,1,4,0.0,M
4,1,0,688,3,1,0,0.0,M
5,0,0,689,3,1,0,0.0,M
5,3,1,690,1,0,0,1.0,ABC
6,3,0,691,1,1,1,1.0,ABC
1,1,1,692,3,0,0,1.0,M
4,3,0,693,3,1,0,1.0,M
4,0,0,694,3,1,0,0.0,M
0,2,0,695,1,1,0,0.0,M
0,1,0,696,2,1,0,0.0,M
0,1,0,697,3,1,0,0.0,M
4,0,0,698,3,0,0,1.0,M
0,3,1,699,1,1,1,0.0,ABC
0,0,0,700,3,1,0,0.0,FG
5,3,0,701,1,0,1,1.0,ABC
6,2,0,702,1,1,0,1.0,DE
5,1,1,703,3,0,0,0.0,M
4,0,0,704,3,1,0,0.0,M
6,0,0,705,3,1,1,0.0,M
0,2,0,706,2,1,0,0.0,M
0,1,0,707,2,0,0,1.0,M
0,2,0,708,1,1,0,1.0,DE
4,3,0,709,1,0,0,1.0,M
4,2,1,710,3,1,1,1.0,M
4,3,0,711,1,0,0,1.0,ABC
0,2,0,712,1,1,0,0.0,ABC
0,3,0,713,1,1,1,1.0,ABC
6,1,0,714,3,1,0,0.0,M
0,1,0,715,2,1,0,0.0,M
4,0,0,716,3,1,0,0.0,FG
0,3,0,717,1,0,0,1.0,ABC
6,1,0,718,2,0,0,1.0,DE
4,2,0,719,3,1,0,0.0,M
6,0,0,720,3,1,0,0.0,M
2,3,1,721,2,0,0,1.0,M
5,0,0,722,3,1,1,0.0,M
6,1,0,723,2,1,0,0.0,M
0,1,0,724,2,1,0,0.0,M
6,3,0,725,1,1,1,1.0,DE
4,1,0,726,3,1,0,0.0,M
6,2,0,727,2,0,3,1.0,M
4,0,0,728,3,0,0,1.0,M
4,2,0,729,2,1,1,0.0,M
4,0,0,730,3,0,1,0.0,M
6,3,0,731,1,0,0,1.0,ABC
2,2,0,732,3,1,0,0.0,M
6,4,0,733,2,1,0,0.0,M
4,1,0,734,2,1,0,0.0,M
4,1,0,735,2,1,0,0.0,M
6,2,0,736,3,1,0,0.0,M
0,3,3,737,3,0,1,0.0,M
6,3,0,738,1,1,0,1.0,ABC
4,0,0,739,3,1,0,0.0,M
4,0,0,740,3,1,0,0.0,M
0,2,0,741,1,1,0,1.0,DE
0,3,0,742,1,1,1,0.0,ABC
4,3,2,743,1,0,2,1.0,ABC
4,2,0,744,3,1,1,0.0,M
6,0,0,745,3,1,0,1.0,M
3,3,1,746,1,1,1,0.0,ABC
5,2,1,747,3,1,1,0.0,M
6,1,0,748,2,0,0,1.0,M
4,3,0,749,1,1,1,0.0,DE
6,0,0,750,3,1,0,0.0,M
1,2,1,751,2,0,1,1.0,M
2,1,1,752,3,1,0,1.0,DE
6,1,0,753,3,1,0,0.0,M
4,0,0,754,3,1,0,0.0,M
0,3,2,755,2,0,1,1.0,M
1,1,1,756,2,1,1,1.0,M
6,0,0,757,3,1,0,0.0,M
5,1,0,758,2,1,0,0.0,M
6,1,0,759,3,1,0,0.0,M
6,3,0,760,1,0,0,1.0,ABC
4,1,0,761,3,1,0,0.0,M
0,0,0,762,3,1,0,0.0,M
4,0,0,763,3,1,0,1.0,M
0,3,2,764,1,0,1,1.0,ABC
5,0,0,765,3,1,0,0.0,M
0,3,0,766,1,0,1,1.0,DE
0,3,0,767,1,1,0,0.0,M
6,0,0,768,3,0,0,0.0,M
4,2,0,769,3,1,1,0.0,M
6,1,0,770,3,1,0,0.0,M
4,1,0,771,3,1,0,0.0,M
0,0,0,772,3,1,0,0.0,M
0,1,0,773,2,0,0,0.0,DE
4,0,0,774,3,1,0,0.0,M
0,2,3,775,2,0,1,1.0,M
5,0,0,776,3,1,0,0.0,M
4,0,0,777,3,1,0,0.0,FG
1,1,0,778,3,0,0,1.0,M
4,0,0,779,3,1,0,0.0,M
0,3,1,780,1,0,0,1.0,ABC
5,0,0,781,3,0,0,1.0,M
5,3,0,782,1,0,1,1.0,ABC
6,2,0,783,1,1,0,0.0,DE
4,2,2,784,3,1,1,0.0,M
4,0,0,785,3,1,0,0.0,M
4,0,0,786,3,1,0,0.0,M
5,0,0,787,3,0,0,1.0,M
2,2,1,788,3,1,4,0.0,M
1,2,2,789,3,1,1,1.0,M
0,3,0,790,1,1,0,0.0,ABC
4,0,0,791,3,1,0,0.0,M
5,2,0,792,2,1,0,0.0,M
4,3,2,793,3,0,8,0.0,M
0,2,0,794,1,1,0,0.0,M
4,0,0,795,3,1,0,0.0,M
0,1,0,796,2,1,0,0.0,M
0,2,0,797,1,0,0,1.0,DE
6,1,0,798,3,0,0,1.0,M
6,0,0,799,3,1,0,0.0,M
6,2,1,800,3,0,1,0.0,M
6,1,0,801,2,1,0,0.0,M
6,2,1,802,2,0,1,1.0,M
2,3,2,803,1,1,1,1.0,ABC
1,1,1,804,3,1,0,1.0,M
6,0,0,805,3,1,0,1.0,M
6,0,0,806,3,1,0,0.0,M
0,4,0,807,1,1,0,0.0,ABC
5,0,0,808,3,0,0,0.0,M
0,1,0,809,2,1,0,0.0,M
6,3,0,810,1,0,1,1.0,DE
6,0,0,811,3,1,0,0.0,M
0,2,0,812,3,1,0,0.0,M
6,1,0,813,2,1,0,0.0,M
2,3,2,814,3,0,4,0.0,M
6,1,0,815,3,1,0,0.0,M
0,4,0,816,1,1,0,0.0,ABC
4,0,0,817,3,0,0,0.0,M
6,3,1,818,2,1,1,0.0,M
0,0,0,819,3,1,0,0.0,M
2,2,2,820,3,1,3,0.0,M
0,3,1,821,1,0,1,1.0,ABC
6,1,0,822,3,1,0,1.0,M
0,4,0,823,1,1,0,0.0,M
6,1,1,824,3,0,0,1.0,DE
1,3,1,825,3,1,4,0.0,M
4,0,0,826,3,1,0,0.0,M
4,3,0,827,3,1,0,0.0,M
1,3,2,828,2,1,0,1.0,M
4,0,0,829,3,1,0,1.0,M
3,3,0,830,1,0,0,1.0,ABC
5,1,0,831,3,0,1,1.0,M
1,2,1,832,2,1,1,1.0,M
4,0,0,833,3,1,0,0.0,M
4,0,0,834,3,1,0,0.0,M
5,1,0,835,3,1,0,0.0,M
0,3,1,836,1,0,1,1.0,DE
4,1,0,837,3,1,0,0.0,M
4,1,0,838,3,1,0,0.0,M
6,3,0,839,3,1,0,1.0,M
0,2,0,840,1,1,0,1.0,ABC
4,0,0,841,3,1,0,0.0,M
5,1,0,842,2,1,0,0.0,M
6,2,0,843,1,0,0,1.0,M
6,0,0,844,3,1,0,0.0,M
5,1,0,845,3,1,0,0.0,M
0,0,0,846,3,1,0,0.0,M
4,3,2,847,3,1,8,0.0,M
6,0,0,848,3,1,0,0.0,M
6,3,1,849,2,1,0,0.0,M
0,3,0,850,1,0,1,1.0,ABC
1,3,2,851,3,1,4,0.0,M
3,0,0,852,3,1,0,0.0,M
2,2,1,853,3,0,1,0.0,M
5,3,1,854,1,0,0,1.0,DE
0,2,0,855,2,0,1,0.0,M
5,1,1,856,3,0,0,1.0,M
0,3,1,857,1,0,1,1.0,M
0,2,0,858,1,1,0,1.0,DE
4,2,3,859,3,0,0,1.0,M
4,0,0,860,3,1,0,0.0,M
0,1,0,861,3,1,2,0.0,M
4,1,0,862,2,1,1,0.0,M
0,2,0,863,1,0,0,1.0,DE
4,3,2,864,3,0,8,0.0,M
4,1,0,865,2,1,0,0.0,M
0,1,0,866,2,0,0,1.0,M
6,1,0,867,2,0,1,1.0,M
6,3,0,868,1,1,0,0.0,ABC
4,1,0,869,3,1,0,0.0,M
1,1,1,870,3,1,1,1.0,M
6,0,0,871,3,1,0,0.0,M
0,3,1,872,1,0,1,1.0,DE
6,0,0,873,1,1,0,0.0,ABC
0,1,0,874,3,1,0,0.0,M
6,2,0,875,2,0,1,1.0,M
5,0,0,876,3,0,0,1.0,M
4,1,0,877,3,1,0,0.0,M
4,0,0,878,3,1,0,0.0,M
4,0,0,879,3,1,0,0.0,M
0,3,1,880,1,0,0,1.0,ABC
4,2,1,881,2,0,0,1.0,M
6,0,0,882,3,1,0,0.0,M
4,1,0,883,3,0,0,0.0,M
6,1,0,884,2,1,0,0.0,M
4,0,0,885,3,1,0,0.0,M
0,2,5,886,3,0,0,0.0,M
6,1,0,887,2,1,0,0.0,M
4,2,0,888,1,0,0,1.0,ABC
4,2,2,889,3,0,1,0.0,M
6,2,0,890,1,1,0,1.0,ABC
6,0,0,891,3,1,0,0.0,M
6,0,0,892,3,1,0,,M
0,0,0,893,3,0,1,,M
3,1,0,894,2,1,0,,M
6,1,0,895,3,1,0,,M
4,1,1,896,3,0,1,,M
5,1,0,897,3,1,0,,M
6,0,0,898,3,0,0,,M
6,2,1,899,2,1,1,,M
5,0,0,900,3,0,0,,M
4,2,0,901,3,1,2,,M
4,0,0,902,3,1,0,,M
0,2,0,903,1,1,0,,M
4,3,0,904,1,0,1,,ABC
3,2,0,905,2,1,1,,M
0,3,0,906,1,0,1,,DE
4,2,0,907,2,0,1,,M
6,1,0,908,2,1,0,,M
4,0,0,909,3,1,0,,M
6,0,0,910,3,0,1,,M
0,0,0,911,3,0,0,,M
0,3,0,912,1,1,1,,M
2,0,1,913,3,1,0,,M
0,3,0,914,1,0,0,,M
4,3,1,915,1,1,0,,M
0,3,3,916,1,0,1,,ABC
0,1,0,917,3,1,1,,M
4,3,1,918,1,0,0,,ABC
4,0,0,919,3,1,0,,M
0,2,0,920,1,1,0,,ABC
4,2,0,921,3,1,2,,M
0,2,0,922,2,1,1,,M
4,3,0,923,2,1,2,,M
6,2,2,924,3,0,1,,M
4,2,2,925,3,0,1,,M
6,3,0,926,1,1,1,,ABC
4,0,0,927,3,1,0,,M
4,1,0,928,3,0,0,,M
4,1,0,929,3,0,0,,M
4,1,0,930,3,1,0,,M
4,3,0,931,3,1,0,,M
0,1,1,932,3,1,0,,M
0,2,0,933,1,1,0,,DE
0,0,0,934,3,1,0,,M
6,1,0,935,2,0,0,,M
0,3,0,936,1,0,1,,DE
4,0,0,937,3,1,0,,M
0,2,0,938,1,1,0,,ABC
4,0,0,939,3,1,0,,M
0,3,0,940,1,0,0,,DE
0,2,2,941,3,0,0,,M
4,3,0,942,1,1,1,,ABC
6,2,0,943,2,1,0,,M
4,2,1,944,2,0,2,,M
6,3,2,945,1,0,3,,ABC
6,2,0,946,2,1,0,,M
2,2,1,947,3,1,4,,M
6,0,0,948,3,1,0,,M
4,0,0,949,3,1,0,,FG
4,2,0,950,3,1,1,,M
0,3,0,951,1,0,0,,ABC
5,0,0,952,3,1,0,,M
6,1,0,953,2,1,0,,M
5,0,0,954,3,1,0,,M
4,0,0,955,3,0,0,,M
5,3,2,956,1,1,2,,ABC
6,2,0,957,2,0,0,,M
5,0,0,958,3,0,0,,M
0,3,0,959,1,1,0,,M
6,2,0,960,1,1,0,,ABC
0,3,4,961,1,0,1,,ABC
4,0,0,962,3,0,0,,M
4,0,0,963,3,1,0,,M
6,0,0,964,3,0,0,,M
6,2,0,965,1,1,0,,DE
6,3,0,966,1,0,0,,ABC
6,3,0,967,1,1,0,,ABC
4,1,0,968,3,1,0,,M
0,2,0,969,1,0,2,,ABC
6,1,0,970,2,1,0,,M
4,0,0,971,3,0,0,,M
2,2,1,972,3,1,1,,M
3,3,0,973,1,1,1,,ABC
0,2,0,974,1,1,0,,M
4,0,0,975,3,1,0,,M
6,1,0,976,2,1,0,,M
4,1,0,977,3,1,1,,M
6,0,0,978,3,0,0,,M
5,1,0,979,3,0,0,,M
4,0,0,980,3,0,0,,M
1,2,1,981,2,1,1,,M
4,1,0,982,3,0,1,,M
4,0,0,983,3,1,0,,M
6,3,2,984,1,0,1,,ABC
4,1,0,985,3,1,0,,M
4,2,0,986,1,1,0,,M
4,0,0,987,3,1,0,,M
3,3,0,988,1,0,1,,ABC
6,0,0,989,3,1,0,,M
4,0,0,990,3,0,0,,M
6,1,0,991,3,1,0,,M
0,3,0,992,1,0,1,,ABC
6,2,0,993,2,1,1,,M
4,0,0,994,3,1,0,,M
6,0,0,995,3,1,0,,M
5,1,1,996,3,0,1,,M
6,2,0,997,3,1,0,,M
4,0,0,998,3,1,0,,M
4,0,0,999,3,1,0,,M
4,1,0,1000,3,1,0,,M
4,1,0,1001,2,1,0,,FG
0,2,0,1002,2,1,0,,M
4,0,0,1003,3,0,0,,M
0,3,0,1004,1,0,0,,ABC
4,0,0,1005,3,0,0,,M
3,3,0,1006,1,0,1,,ABC
5,1,0,1007,3,1,1,,M
4,0,0,1008,3,1,0,,M
1,2,1,1009,3,0,1,,FG
0,3,0,1010,1,1,0,,ABC
6,2,0,1011,2,0,1,,M
2,2,0,1012,2,0,0,,M
4,0,0,1013,3,1,1,,M
6,3,0,1014,1,0,1,,ABC
6,0,0,1015,3,1,0,,M
4,0,0,1016,3,1,0,,M
5,2,1,1017,3,0,0,,M
4,0,0,1018,3,1,0,,M
4,2,0,1019,3,0,2,,M
0,1,0,1020,2,1,0,,M
4,1,0,1021,3,1,0,,M
6,1,0,1022,3,1,0,,M
0,2,0,1023,1,1,0,,ABC
4,2,4,1024,3,0,0,,M
4,0,0,1025,3,1,1,,M
0,0,0,1026,3,1,0,,M
4,0,0,1027,3,1,0,,M
6,0,0,1028,3,1,0,,M
6,1,0,1029,2,1,0,,M
4,1,0,1030,3,0,0,,M
0,3,6,1031,3,1,1,,M
2,3,2,1032,3,0,5,,M
6,3,0,1033,1,0,0,,M
3,3,3,1034,1,1,1,,ABC
6,2,0,1035,2,1,0,,M
0,2,0,1036,1,1,0,,M
6,2,0,1037,3,1,3,,M
0,3,0,1038,1,1,0,,DE
4,1,0,1039,3,1,0,,M
0,2,0,1040,1,1,0,,M
6,2,1,1041,2,1,1,,M
4,3,1,1042,1,0,0,,ABC
4,0,0,1043,3,1,0,,M
3,0,0,1044,3,1,0,,M
0,1,2,1045,3,0,0,,M
5,3,2,1046,3,1,4,,M
4,0,0,1047,3,1,0,,M
6,3,0,1048,1,0,0,,ABC
4,0,0,1049,3,0,0,,M
0,2,0,1050,1,1,0,,DE
6,1,2,1051,3,0,0,,M
4,0,0,1052,3,0,0,,M
2,2,1,1053,3,1,1,,M
6,1,0,1054,2,0,0,,M
4,0,0,1055,3,1,0,,M
0,1,0,1056,2,1,0,,M
6,2,1,1057,3,0,1,,M
0,3,0,1058,1,1,0,,ABC
5,3,2,1059,3,1,2,,M
0,2,0,1060,1,0,0,,M
4,1,0,1061,3,0,0,,M
4,0,0,1062,3,1,0,,M
6,0,0,1063,3,1,0,,M
4,1,0,1064,3,1,1,,M
4,0,0,1065,3,1,0,,M
0,3,5,1066,3,1,1,,M
5,3,2,1067,2,0,0,,M
4,3,0,1068,2,0,0,,M
0,3,0,1069,1,1,1,,ABC
0,3,3,1070,2,0,0,,FG
3,3,2,1071,1,0,0,,DE
6,1,0,1072,2,1,0,,M
0,3,1,1073,1,1,1,,DE
5,3,0,1074,1,0,1,,DE
4,0,0,1075,3,1,0,,M
6,3,1,1076,1,0,1,,ABC
0,2,0,1077,2,1,0,,M
4,2,1,1078,2,0,0,,M
5,1,0,1079,3,1,2,,M
4,3,2,1080,3,0,8,,M
0,1,0,1081,2,1,0,,M
6,2,0,1082,2,1,1,,M
0,2,0,1083,1,1,0,,M
2,1,1,1084,3,1,1,,M
3,1,0,1085,2,1,0,,M
2,3,2,1086,2,1,0,,M
6,0,0,1087,3,1,0,,M
2,3,2,1088,1,1,0,,DE
5,0,0,1089,3,0,0,,M
4,1,0,1090,2,1,0,,M
4,1,0,1091,3,0,0,,M
4,2,0,1092,3,0,0,,M
1,1,2,1093,3,1,0,,M
0,3,0,1094,1,1,1,,ABC
2,2,1,1095,2,0,1,,M
4,1,0,1096,2,1,0,,M
0,2,0,1097,1,1,0,,M
6,0,0,1098,3,0,0,,M
4,1,0,1099,2,1,0,,M
6,2,0,1100,1,0,0,,ABC
4,0,0,1101,3,1,0,,M
6,2,0,1102,3,1,0,,M
4,0,0,1103,3,1,0,,M
5,3,0,1104,2,1,0,,M
0,2,0,1105,2,0,1,,M
0,0,2,1106,3,0,4,,M
0,3,0,1107,1,1,0,,ABC
4,0,0,1108,3,0,0,,M
0,3,1,1109,1,1,1,,M
0,3,1,1110,1,0,1,,ABC
4,1,0,1111,3,1,0,,M
6,1,0,1112,2,0,1,,M
4,1,0,1113,3,1,0,,M
4,1,0,1114,2,0,0,,FG
4,0,0,1115,3,1,0,,M
0,2,0,1116,1,0,0,,M
4,2,2,1117,3,0,0,,M
4,0,0,1118,3,1,0,,M
4,0,0,1119,3,0,0,,M
0,2,0,1120,3,1,0,,M
0,1,0,1121,2,1,0,,M
5,3,0,1122,2,1,0,,M
4,2,0,1123,1,0,0,,M
4,0,0,1124,3,1,1,,M
4,0,0,1125,3,1,0,,M
0,3,0,1126,1,1,1,,ABC
4,0,0,1127,3,1,0,,M
3,3,0,1128,1,1,1,,DE
4,0,0,1129,3,1,0,,M
5,1,1,1130,2,0,1,,M
0,3,0,1131,1,0,1,,ABC
0,2,0,1132,1,0,0,,M
0,2,2,1133,2,0,0,,M
0,3,1,1134,1,1,1,,DE
4,0,0,1135,3,1,0,,M
4,2,2,1136,3,1,1,,M
0,3,0,1137,1,1,1,,DE
4,2,0,1138,2,0,0,,M
0,3,1,1139,2,1,1,,M
6,2,0,1140,2,0,1,,M
4,1,0,1141,3,0,1,,M
1,2,2,1142,2,0,1,,M
4,0,0,1143,3,1,0,,M
6,3,0,1144,1,1,1,,ABC
4,1,0,1145,3,1,0,,M
6,1,0,1146,3,1,0,,M
4,0,0,1147,3,1,0,,M
4,0,0,1148,3,1,0,,M
6,1,0,1149,3,1,0,,M
4,1,0,1150,2,0,0,,M
4,0,0,1151,3,1,0,,M
0,2,0,1152,3,1,1,,M
4,0,0,1153,3,1,0,,M
6,2,2,1154,2,0,0,,M
1,1,1,1155,3,0,1,,M
6,1,0,1156,2,1,0,,M
4,0,0,1157,3,1,0,,M
0,4,0,1158,1,1,0,,M
4,0,0,1159,3,1,0,,M
4,1,0,1160,3,0,0,,M
5,1,0,1161,3,1,0,,M
0,3,0,1162,1,1,0,,ABC
4,0,0,1163,3,1,0,,M
6,3,0,1164,1,0,1,,ABC
4,2,0,1165,3,0,1,,M
4,0,0,1166,3,1,0,,M
4,2,0,1167,2,0,1,,M
6,1,0,1168,2,1,0,,M
0,2,0,1169,2,1,1,,M
6,2,0,1170,2,1,1,,M
4,1,0,1171,2,1,0,,M
4,1,0,1172,3,0,0,,M
1,1,1,1173,3,1,1,,M
4,0,0,1174,3,0,0,,M
2,2,1,1175,3,0,1,,M
1,2,1,1176,3,0,1,,M
0,0,0,1177,3,1,0,,M
4,0,0,1178,3,1,0,,M
4,3,0,1179,1,1,1,,ABC
4,0,0,1180,3,1,0,,FG
4,1,0,1181,3,1,0,,M
0,3,0,1182,1,1,0,,M
6,0,0,1183,3,0,0,,M
4,0,0,1184,3,1,0,,M
0,3,1,1185,1,1,1,,ABC
0,1,0,1186,3,1,0,,M
6,0,0,1187,3,1,0,,M
1,3,2,1188,2,0,1,,M
4,2,0,1189,3,1,2,,M
6,3,0,1190,1,1,0,,M
6,0,0,1191,3,1,0,,M
6,0,0,1192,3,1,0,,M
6,2,0,1193,2,1,0,,DE
0,2,1,1194,2,1,0,,M
4,1,0,1195,3,1,0,,M
4,0,0,1196,3,0,0,,M
3,2,1,1197,1,0,1,,ABC
6,3,2,1198,1,1,1,,ABC
1,1,1,1199,3,1,0,,M
0,3,1,1200,1,1,1,,ABC
0,1,0,1201,3,0,1,,M
5,1,0,1202,3,1,0,,M
4,0,0,1203,3,1,0,,M
4,0,0,1204,3,1,0,,M
0,0,0,1205,3,0,0,,M
0,3,0,1206,1,0,0,,ABC
5,0,0,1207,3,0,0,,M
0,3,0,1208,1,1,1,,ABC
4,1,0,1209,2,1,0,,M
6,0,0,1210,3,1,0,,M
4,3,0,1211,2,1,2,,M
6,0,0,1212,3,1,0,,M
4,0,0,1213,3,1,0,,FG
6,1,0,1214,2,1,0,,FG
6,2,0,1215,1,1,0,,M
0,3,0,1216,1,0,0,,M
4,0,0,1217,3,1,0,,M
2,3,1,1218,2,0,2,,FG
0,3,0,1219,1,1,0,,M
6,2,0,1220,2,1,1,,M
4,1,0,1221,2,1,0,,M
0,3,2,1222,2,0,0,,M
0,2,0,1223,1,1,0,,ABC
4,0,0,1224,3,1,0,,M
4,2,1,1225,3,0,1,,M
6,0,0,1226,3,1,0,,M
6,2,0,1227,1,1,0,,ABC
6,1,0,1228,2,1,0,,M
0,0,2,1229,3,1,0,,M
4,3,0,1230,2,1,0,,M
4,0,0,1231,3,1,0,,M
5,1,0,1232,2,1,0,,M
6,0,0,1233,3,1,0,,M
4,3,9,1234,3,1,1,,M
0,3,1,1235,1,0,0,,ABC
4,1,1,1236,3,1,1,,M
5,0,0,1237,3,0,0,,M
6,1,0,1238,2,1,0,,M
0,0,0,1239,3,0,0,,M
4,1,0,1240,2,1,0,,M
6,2,0,1241,2,0,0,,M
0,3,1,1242,1,0,0,,DE
4,1,0,1243,2,1,0,,M
5,3,0,1244,2,1,0,,M
0,3,2,1245,2,1,1,,M
1,2,2,1246,3,0,1,,M
0,2,0,1247,1,1,0,,DE
0,3,0,1248,1,0,2,,ABC
4,0,0,1249,3,1,0,,M
4,0,0,1250,3,1,0,,M
6,2,0,1251,3,0,1,,M
5,3,2,1252,3,1,8,,M
4,3,1,1253,2,0,1,,M
6,2,0,1254,2,0,0,,M
6,1,0,1255,3,1,0,,M
4,3,0,1256,1,0,1,,DE
4,3,9,1257,3,0,1,,M
4,1,0,1258,3,1,1,,M
4,3,0,1259,3,0,0,,M
0,3,1,1260,1,0,0,,M
6,1,0,1261,2,1,0,,M
4,1,0,1262,2,1,1,,M
6,3,0,1263,1,0,0,,DE
0,4,0,1264,1,1,0,,ABC
0,1,0,1265,2,1,0,,M
0,3,1,1266,1,0,1,,ABC
0,3,0,1267,1,0,0,,M
4,1,0,1268,3,0,2,,M
4,1,0,1269,2,1,0,,M
0,3,0,1270,1,1,0,,ABC
1,3,2,1271,3,1,4,,M
4,0,0,1272,3,1,0,,M
6,0,0,1273,3,1,0,,M
4,1,0,1274,3,0,0,,M
4,2,0,1275,3,0,1,,M
6,1,0,1276,2,1,0,,M
4,3,2,1277,2,0,1,,M
4,0,0,1278,3,1,0,,M
0,1,0,1279,2,1,0,,M
4,0,0,1280,3,1,0,,M
2,2,1,1281,3,1,3,,M
4,3,0,1282,1,1,0,,ABC
0,3,1,1283,1,0,0,,DE
5,2,2,1284,3,1,0,,M
0,1,0,1285,2,1,0,,M
6,2,1,1286,3,1,3,,M
5,3,0,1287,1,0,1,,ABC
4,0,0,1288,3,1,0,,M
0,3,1,1289,1,0,1,,ABC
4,0,0,1290,3,1,0,,M
6,0,0,1291,3,1,0,,M
6,3,0,1292,1,0,0,,ABC
0,2,0,1293,2,1,1,,M
4,3,1,1294,1,0,0,,M
5,3,0,1295,1,1,0,,M
0,2,0,1296,1,1,1,,DE
4,1,0,1297,2,1,0,,DE
4,1,0,1298,2,1,1,,M
0,3,1,1299,1,1,1,,ABC
4,0,0,1300,3,0,0,,M
1,1,1,1301,3,0,1,,M
4,0,0,1302,3,0,0,,M
0,3,0,1303,1,0,1,,ABC
6,0,0,1304,3,0,0,,M
4,1,0,1305,3,1,0,,M
0,3,0,1306,1,0,0,,ABC
0,0,0,1307,3,1,0,,M
4,1,0,1308,3,1,0,,M
4,2,1,1309,3,1,1,,M
