Age,Fare,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Ticket,Deck,Family_Size,Ticket_Frequency,Title,Sex_1,Sex_2
5,2,0,358,2,female,0,0.0,237671,M,1,1,2,1.0,0.0
3,1,0,359,3,female,0,1.0,330931,M,1,1,2,1.0,0.0
3,1,0,360,3,female,0,1.0,330980,M,1,1,2,1.0,0.0
5,3,4,361,3,male,1,0.0,347088,M,6,6,3,0.0,1.0
4,3,0,362,2,male,1,0.0,SC/PARIS 2167,M,2,2,3,0.0,1.0
5,2,1,363,3,female,0,0.0,2691,M,2,2,2,1.0,0.0
4,1,0,364,3,male,0,0.0,SOTON/O.Q. 3101310,M,1,1,3,0.0,1.0
3,3,0,365,3,male,1,0.0,370365,M,2,2,3,0.0,1.0
4,1,0,366,3,male,0,0.0,C 7076,M,1,1,3,0.0,1.0
5,4,0,367,1,female,1,1.0,110813,DE,2,2,2,1.0,0.0
3,1,0,368,3,female,0,1.0,2626,M,1,1,2,1.0,0.0
3,1,0,369,3,female,0,1.0,14313,M,1,1,2,1.0,0.0
3,4,0,370,1,female,0,1.0,PC 17477,ABC,1,2,2,1.0,0.0
3,4,0,371,1,male,1,1.0,11765,DE,2,2,3,0.0,1.0
2,1,0,372,3,male,1,0.0,3101267,M,2,1,3,0.0,1.0
3,2,0,373,3,male,0,0.0,323951,M,1,1,3,0.0,1.0
3,4,0,374,1,male,0,0.0,PC 17760,M,1,4,3,0.0,1.0
0,3,1,375,3,female,3,0.0,349909,M,5,5,2,1.0,0.0
5,4,0,376,1,female,1,1.0,PC 17604,M,2,2,2,1.0,0.0
3,1,0,377,3,female,0,1.0,C 7077,M,1,1,2,1.0,0.0
4,4,2,378,1,male,0,0.0,113503,ABC,3,5,3,0.0,1.0
3,1,0,379,3,male,0,0.0,2648,M,1,1,3,0.0,1.0
3,1,0,380,3,male,0,0.0,347069,M,1,1,3,0.0,1.0
5,4,0,381,1,female,0,1.0,PC 17757,M,1,5,2,1.0,0.0
0,3,2,382,3,female,0,1.0,2653,M,3,3,2,1.0,0.0
4,1,0,383,3,male,0,0.0,STON/O 2. 3101293,M,1,1,3,0.0,1.0
4,4,0,384,1,female,1,1.0,113789,M,2,2,2,1.0,0.0
3,1,0,385,3,male,0,0.0,349227,M,1,1,3,0.0,1.0
2,4,0,386,2,male,0,0.0,S.O.C. 14879,M,1,7,3,0.0,1.0
0,4,2,387,3,male,5,0.0,CA 2144,M,8,8,1,0.0,1.0
5,2,0,388,2,female,0,1.0,27849,M,1,1,2,1.0,0.0
3,1,0,389,3,male,0,0.0,367655,M,1,1,3,0.0,1.0
2,2,0,390,2,female,0,1.0,SC 1748,M,1,1,2,1.0,0.0
5,4,2,391,1,male,1,1.0,113760,ABC,4,4,3,0.0,1.0
3,1,0,392,3,male,0,1.0,350034,M,1,1,3,0.0,1.0
4,1,0,393,3,male,2,0.0,3101277,M,3,1,3,0.0,1.0
3,4,0,394,1,female,1,1.0,35273,DE,2,3,2,1.0,0.0
3,3,2,395,3,female,0,1.0,PP 9549,FG,3,3,2,1.0,0.0
3,1,0,396,3,male,0,0.0,350052,M,1,1,3,0.0,1.0
4,1,0,397,3,female,0,0.0,350407,M,1,1,2,1.0,0.0
5,3,0,398,2,male,0,0.0,28403,M,1,2,3,0.0,1.0
3,2,0,399,2,male,0,0.0,244278,M,1,1,0,0.0,1.0
4,2,0,400,2,female,0,1.0,240929,M,1,1,2,1.0,0.0
5,1,0,401,3,male,0,1.0,STON/O 2. 3101289,M,1,1,3,0.0,1.0
4,2,0,402,3,male,0,0.0,341826,M,1,1,3,0.0,1.0
3,2,0,403,3,female,1,0.0,4137,M,2,1,2,1.0,0.0
4,3,0,404,3,male,1,0.0,STON/O2. 3101279,M,2,2,3,0.0,1.0
3,2,0,405,3,female,0,0.0,315096,M,1,1,2,1.0,0.0
4,3,0,406,2,male,1,0.0,28664,M,2,2,3,0.0,1.0
5,1,0,407,3,male,0,0.0,347064,M,1,1,3,0.0,1.0
0,3,1,408,2,male,1,1.0,29106,M,3,3,1,0.0,1.0
3,1,0,409,3,male,0,0.0,312992,M,1,1,3,0.0,1.0
3,3,1,410,3,female,3,0.0,4133,M,5,5,2,1.0,0.0
3,1,0,411,3,male,0,0.0,349222,M,1,1,3,0.0,1.0
3,1,0,412,3,male,0,0.0,394140,M,1,1,3,0.0,1.0
4,4,0,413,1,female,1,1.0,19928,ABC,2,3,2,1.0,0.0
4,0,0,414,2,male,0,0.0,239853,M,1,3,3,0.0,1.0
5,1,0,415,3,male,0,1.0,STON/O 2. 3101269,M,1,1,3,0.0,1.0
3,2,0,416,3,female,0,0.0,343095,M,1,1,2,1.0,0.0
4,4,1,417,2,female,1,1.0,28220,M,3,3,2,1.0,0.0
2,2,2,418,2,female,0,1.0,250652,M,3,1,2,1.0,0.0
4,2,0,419,2,male,0,0.0,28228,M,1,1,3,0.0,1.0
1,3,2,420,3,female,0,0.0,345773,M,3,3,2,1.0,0.0
3,1,0,421,3,male,0,0.0,349254,M,1,1,3,0.0,1.0
3,1,0,422,3,male,0,0.0,A/5. 13032,M,1,1,3,0.0,1.0
4,1,0,423,3,male,0,0.0,315082,M,1,1,3,0.0,1.0
4,2,1,424,3,female,1,0.0,347080,M,3,3,2,1.0,0.0
2,3,1,425,3,male,1,0.0,370129,M,3,3,3,0.0,1.0
3,1,0,426,3,male,0,0.0,A/4. 34244,M,1,1,3,0.0,1.0
4,3,0,427,2,female,1,1.0,2003,M,2,2,2,1.0,0.0
3,3,0,428,2,female,0,1.0,250655,M,1,2,2,1.0,0.0
3,1,0,429,3,male,0,0.0,364851,M,1,1,3,0.0,1.0
4,2,0,430,3,male,0,1.0,SOTON/O.Q. 392078,DE,1,1,3,0.0,1.0
4,3,0,431,1,male,0,1.0,110564,ABC,1,1,3,0.0,1.0
3,3,0,432,3,female,1,1.0,376564,M,2,2,2,1.0,0.0
5,3,0,433,2,female,1,1.0,SC/AH 3085,M,2,2,2,1.0,0.0
2,1,0,434,3,male,0,0.0,STON/O 2. 3101274,M,1,1,3,0.0,1.0
5,4,0,435,1,male,1,0.0,13507,DE,2,2,3,0.0,1.0
2,4,2,436,1,female,1,1.0,113760,ABC,4,4,2,1.0,0.0
3,4,2,437,3,female,2,0.0,W./C. 6608,M,5,5,2,1.0,0.0
3,3,3,438,2,female,2,1.0,29106,M,6,3,2,1.0,0.0
6,4,4,439,1,male,1,0.0,19950,ABC,6,6,3,0.0,1.0
4,2,0,440,2,male,0,0.0,C.A. 18723,M,1,1,3,0.0,1.0
5,3,1,441,2,female,1,1.0,F.C.C. 13529,M,3,3,2,1.0,0.0
3,2,0,442,3,male,0,0.0,345769,M,1,1,3,0.0,1.0
3,1,0,443,3,male,1,0.0,347076,M,2,1,3,0.0,1.0
4,2,0,444,2,female,0,1.0,230434,M,1,1,2,1.0,0.0
3,2,0,445,3,male,0,1.0,65306,M,1,1,3,0.0,1.0
0,4,2,446,1,male,0,1.0,33638,ABC,3,3,1,0.0,1.0
2,3,1,447,2,female,0,1.0,250644,M,2,2,2,1.0,0.0
4,3,0,448,1,male,0,1.0,113794,M,1,1,3,0.0,1.0
0,3,1,449,3,female,2,1.0,2666,M,4,4,2,1.0,0.0
5,3,0,450,1,male,0,1.0,113786,ABC,1,1,0,0.0,1.0
5,3,2,451,2,male,1,0.0,C.A. 34651,M,4,4,3,0.0,1.0
3,3,0,452,3,male,1,0.0,65303,M,2,1,3,0.0,1.0
4,3,0,453,1,male,0,0.0,113051,ABC,1,1,3,0.0,1.0
5,4,0,454,1,male,1,1.0,17453,ABC,2,2,3,0.0,1.0
3,2,0,455,3,male,0,0.0,A/5 2817,M,1,1,3,0.0,1.0
4,1,0,456,3,male,0,1.0,349240,M,1,1,3,0.0,1.0
6,3,0,457,1,male,0,0.0,13509,DE,1,1,3,0.0,1.0
5,4,0,458,1,female,1,1.0,17464,DE,2,2,2,1.0,0.0
5,2,0,459,2,female,0,1.0,F.C.C. 13531,M,1,1,2,1.0,0.0
3,1,0,460,3,male,0,0.0,371060,M,1,1,3,0.0,1.0
5,3,0,461,1,male,0,1.0,19952,DE,1,1,3,0.0,1.0
4,2,0,462,3,male,0,0.0,364506,M,1,1,3,0.0,1.0
5,4,0,463,1,male,0,0.0,111320,DE,1,1,3,0.0,1.0
5,2,0,464,2,male,0,0.0,234360,M,1,1,3,0.0,1.0
3,2,0,465,3,male,0,0.0,A/S 2816,M,1,1,3,0.0,1.0
5,1,0,466,3,male,0,0.0,SOTON/O.Q. 3101306,M,1,1,3,0.0,1.0
4,0,0,467,2,male,0,0.0,239853,M,1,3,3,0.0,1.0
5,3,0,468,1,male,0,0.0,113792,M,1,1,3,0.0,1.0
3,1,0,469,3,male,0,0.0,36209,M,1,1,3,0.0,1.0
0,3,1,470,3,female,2,1.0,2666,M,4,4,2,1.0,0.0
3,1,0,471,3,male,0,0.0,323592,M,1,1,3,0.0,1.0
5,2,0,472,3,male,0,0.0,315089,M,1,1,3,0.0,1.0
4,3,2,473,2,female,1,1.0,C.A. 34651,M,4,4,2,1.0,0.0
3,2,0,474,2,female,0,1.0,SC/AH Basle 541,DE,1,1,2,1.0,0.0
3,2,0,475,3,female,0,0.0,7553,M,1,1,2,1.0,0.0
5,4,0,476,1,male,0,0.0,110465,ABC,1,2,3,0.0,1.0
4,3,0,477,2,male,1,0.0,31027,M,2,2,3,0.0,1.0
4,1,0,478,3,male,1,0.0,3460,M,2,1,3,0.0,1.0
3,1,0,479,3,male,0,0.0,350060,M,1,1,3,0.0,1.0
0,2,1,480,3,female,0,1.0,3101298,M,2,2,2,1.0,0.0
1,4,2,481,3,male,5,0.0,CA 2144,M,8,8,1,0.0,1.0
4,0,0,482,2,male,0,0.0,239854,M,1,1,3,0.0,1.0
5,2,0,483,3,male,0,0.0,A/5 3594,M,1,1,3,0.0,1.0
6,2,0,484,3,female,0,1.0,4134,M,1,1,2,1.0,0.0
3,4,0,485,1,male,1,1.0,11967,ABC,2,2,3,0.0,1.0
3,3,1,486,3,female,3,0.0,4133,M,5,5,2,1.0,0.0
4,4,0,487,1,female,1,1.0,19943,ABC,2,2,2,1.0,0.0
5,3,0,488,1,male,0,0.0,11771,ABC,1,1,3,0.0,1.0
4,2,0,489,3,male,0,0.0,A.5. 18509,M,1,1,3,0.0,1.0
1,3,1,490,3,male,1,1.0,C.A. 37671,M,3,3,1,0.0,1.0
3,3,0,491,3,male,1,0.0,65304,M,2,1,3,0.0,1.0
3,1,0,492,3,male,0,0.0,SOTON/OQ 3101317,M,1,1,3,0.0,1.0
5,3,0,493,1,male,0,0.0,113787,ABC,1,1,3,0.0,1.0
6,4,0,494,1,male,0,0.0,PC 17609,M,1,1,3,0.0,1.0
3,2,0,495,3,male,0,0.0,A/4 45380,M,1,1,3,0.0,1.0
3,2,0,496,3,male,0,0.0,2627,M,1,2,3,0.0,1.0
5,4,0,497,1,female,1,1.0,36947,DE,2,2,2,1.0,0.0
3,3,0,498,3,male,0,0.0,C.A. 6212,M,1,2,3,0.0,1.0
3,4,2,499,1,female,1,0.0,113781,ABC,4,6,2,1.0,0.0
3,1,0,500,3,male,0,0.0,350035,M,1,1,3,0.0,1.0
2,2,0,501,3,male,0,0.0,315086,M,1,1,3,0.0,1.0
3,1,0,502,3,female,0,0.0,364846,M,1,1,2,1.0,0.0
3,1,0,503,3,female,0,0.0,330909,M,1,1,2,1.0,0.0
5,2,0,504,3,female,0,0.0,4135,M,1,1,2,1.0,0.0
2,4,0,505,1,female,0,1.0,110152,ABC,1,3,2,1.0,0.0
2,4,0,506,1,male,1,0.0,PC 17758,ABC,2,3,3,0.0,1.0
4,3,2,507,2,female,0,1.0,26360,M,3,3,2,1.0,0.0
5,3,0,508,1,male,0,1.0,111427,M,1,1,3,0.0,1.0
4,3,0,509,3,male,0,0.0,C 4001,M,1,3,3,0.0,1.0
4,4,0,510,3,male,0,1.0,1601,M,1,8,3,0.0,1.0
4,1,0,511,3,male,0,1.0,382651,M,1,1,3,0.0,1.0
3,2,0,512,3,male,0,0.0,SOTON/OQ 3101316,M,1,1,3,0.0,1.0
5,3,0,513,1,male,0,1.0,PC 17473,DE,1,1,3,0.0,1.0
5,4,0,514,1,female,1,1.0,PC 17603,M,2,2,2,1.0,0.0
3,1,0,515,3,male,0,0.0,349209,M,1,1,3,0.0,1.0
5,4,0,516,1,male,0,0.0,36967,DE,1,1,3,0.0,1.0
4,2,0,517,2,female,0,1.0,C.A. 34260,FG,1,1,2,1.0,0.0
3,3,0,518,3,male,0,0.0,371110,M,1,3,3,0.0,1.0
5,3,0,519,2,female,1,1.0,226875,M,2,2,2,1.0,0.0
4,1,0,520,3,male,0,0.0,349242,M,1,1,3,0.0,1.0
4,4,0,521,1,female,0,1.0,12749,ABC,1,4,2,1.0,0.0
3,1,0,522,3,male,0,0.0,349252,M,1,1,3,0.0,1.0
3,1,0,523,3,male,0,0.0,2624,M,1,1,3,0.0,1.0
5,4,1,524,1,female,0,1.0,111361,ABC,2,2,2,1.0,0.0
3,1,0,525,3,male,0,0.0,2700,M,1,1,3,0.0,1.0
5,1,0,526,3,male,0,0.0,367232,M,1,1,3,0.0,1.0
5,2,0,527,2,female,0,1.0,W./C. 14258,M,1,1,2,1.0,0.0
5,4,0,528,1,male,0,0.0,PC 17483,ABC,1,4,3,0.0,1.0
5,1,0,529,3,male,0,0.0,3101296,M,1,1,3,0.0,1.0
3,2,1,530,2,male,2,0.0,29104,M,4,1,3,0.0,1.0
0,3,1,531,2,female,1,1.0,26360,M,3,3,2,1.0,0.0
3,1,0,532,3,male,0,0.0,2641,M,1,1,3,0.0,1.0
2,1,1,533,3,male,1,0.0,2690,M,3,1,3,0.0,1.0
3,3,2,534,3,female,0,1.0,2668,M,3,3,2,1.0,0.0
4,2,0,535,3,female,0,0.0,315084,M,1,1,2,1.0,0.0
1,3,2,536,2,female,0,1.0,F.C.C. 13529,M,3,3,2,1.0,0.0
5,3,0,537,1,male,0,0.0,113050,ABC,1,1,0,0.0,1.0
4,4,0,538,1,female,0,1.0,PC 17761,M,1,3,2,1.0,0.0
3,2,0,539,3,male,0,0.0,364498,M,1,2,3,0.0,1.0
3,4,2,540,1,female,0,1.0,13568,ABC,3,1,2,1.0,0.0
5,4,2,541,1,female,0,1.0,WE/P 5735,ABC,3,2,2,1.0,0.0
1,4,2,542,3,female,4,0.0,347082,M,7,7,2,1.0,0.0
1,4,2,543,3,female,4,0.0,347082,M,7,7,2,1.0,0.0
4,3,0,544,2,male,1,1.0,2908,M,2,2,3,0.0,1.0
5,4,0,545,1,male,1,0.0,PC 17761,ABC,2,3,3,0.0,1.0
6,3,0,546,1,male,0,0.0,693,M,1,1,3,0.0,1.0
3,3,0,547,2,female,1,1.0,2908,M,2,2,2,1.0,0.0
4,2,0,548,2,male,0,1.0,SC/PARIS 2146,M,1,1,3,0.0,1.0
4,3,1,549,3,male,1,0.0,363291,M,3,3,3,0.0,1.0
1,4,1,550,2,male,1,1.0,C.A. 33112,M,3,4,1,0.0,1.0
2,4,2,551,1,male,0,1.0,17421,ABC,3,4,3,0.0,1.0
4,3,0,552,2,male,0,0.0,244358,M,1,2,3,0.0,1.0
3,1,0,553,3,male,0,0.0,330979,M,1,1,3,0.0,1.0
3,1,0,554,3,male,0,1.0,2620,M,1,1,3,0.0,1.0
3,1,0,555,3,female,0,1.0,347085,M,1,1,2,1.0,0.0
6,3,0,556,1,male,0,0.0,113807,M,1,1,3,0.0,1.0
5,4,0,557,1,female,1,1.0,11755,ABC,2,1,2,1.0,0.0
5,4,0,558,1,male,0,0.0,PC 17757,M,1,5,3,0.0,1.0
5,4,1,559,1,female,1,1.0,110413,DE,3,3,2,1.0,0.0
5,3,0,560,3,female,1,1.0,345572,M,2,2,2,1.0,0.0
3,1,0,561,3,male,0,0.0,372622,M,1,1,3,0.0,1.0
5,1,0,562,3,male,0,0.0,349251,M,1,1,3,0.0,1.0
4,2,0,563,2,male,0,0.0,218629,M,1,1,3,0.0,1.0
3,2,0,564,3,male,0,0.0,SOTON/OQ 392082,M,1,1,3,0.0,1.0
3,2,0,565,3,female,0,0.0,SOTON/O.Q. 392087,M,1,1,2,1.0,0.0
3,3,0,566,3,male,2,0.0,A/4 48871,M,3,3,3,0.0,1.0
3,1,0,567,3,male,0,0.0,349205,M,1,1,3,0.0,1.0
4,3,4,568,3,female,0,0.0,349909,M,5,5,2,1.0,0.0
3,1,0,569,3,male,0,0.0,2686,M,1,1,3,0.0,1.0
4,1,0,570,3,male,0,1.0,350417,M,1,1,3,0.0,1.0
6,2,0,571,2,male,0,1.0,S.W./PP 752,M,1,1,3,0.0,1.0
5,4,0,572,1,female,2,1.0,11769,ABC,3,2,2,1.0,0.0
5,3,0,573,1,male,0,1.0,PC 17474,DE,1,1,3,0.0,1.0
3,1,0,574,3,female,0,1.0,14312,M,1,1,2,1.0,0.0
2,2,0,575,3,male,0,0.0,A/4. 20589,M,1,1,3,0.0,1.0
3,2,0,576,3,male,0,0.0,358585,M,1,2,3,0.0,1.0
4,2,0,577,2,female,0,1.0,243880,M,1,1,2,1.0,0.0
5,4,0,578,1,female,1,1.0,13507,DE,2,2,2,1.0,0.0
3,2,0,579,3,female,1,0.0,2689,M,2,2,2,1.0,0.0
4,1,0,580,3,male,0,1.0,STON/O 2. 3101286,M,1,1,3,0.0,1.0
3,3,1,581,2,female,1,1.0,237789,M,3,2,2,1.0,0.0
5,4,1,582,1,female,1,1.0,17421,ABC,3,4,2,1.0,0.0
5,3,0,583,2,male,0,0.0,28403,M,1,2,3,0.0,1.0
5,4,0,584,1,male,0,0.0,13049,ABC,1,1,3,0.0,1.0
3,2,0,585,3,male,0,0.0,3411,M,1,1,3,0.0,1.0
2,4,2,586,1,female,0,1.0,110413,DE,3,3,2,1.0,0.0
5,2,0,587,2,male,0,0.0,237565,M,1,1,3,0.0,1.0
5,4,1,588,1,male,1,1.0,13567,ABC,3,2,3,0.0,1.0
3,2,0,589,3,male,0,0.0,14973,M,1,1,3,0.0,1.0
3,2,0,590,3,male,0,0.0,A./5. 3235,M,1,1,3,0.0,1.0
4,1,0,591,3,male,0,0.0,STON/O 2. 3101273,M,1,1,3,0.0,1.0
5,4,0,592,1,female,1,1.0,36947,DE,2,2,2,1.0,0.0
5,1,0,593,3,male,0,0.0,A/5 3902,M,1,1,3,0.0,1.0
3,1,2,594,3,female,0,0.0,364848,M,3,1,2,1.0,0.0
5,3,0,595,2,male,1,0.0,SC/AH 29037,M,2,2,3,0.0,1.0
5,3,1,596,3,male,1,0.0,345773,M,3,3,3,0.0,1.0
4,4,0,597,2,female,0,1.0,248727,M,1,3,2,1.0,0.0
5,0,0,598,3,male,0,0.0,LINE,M,1,4,3,0.0,1.0
3,1,0,599,3,male,0,0.0,2664,M,1,1,3,0.0,1.0
5,4,0,600,1,male,1,1.0,PC 17485,ABC,2,2,0,0.0,1.0
3,3,1,601,2,female,2,1.0,243847,M,4,2,2,1.0,0.0
3,1,0,602,3,male,0,0.0,349214,M,1,1,3,0.0,1.0
5,4,0,603,1,male,0,0.0,113796,M,1,2,3,0.0,1.0
5,2,0,604,3,male,0,0.0,364511,M,1,1,3,0.0,1.0
4,3,0,605,1,male,0,1.0,111426,M,1,1,3,0.0,1.0
5,3,0,606,3,male,1,0.0,349910,M,2,2,3,0.0,1.0
4,1,0,607,3,male,0,0.0,349246,M,1,1,3,0.0,1.0
4,3,0,608,1,male,0,1.0,113804,M,1,1,3,0.0,1.0
3,4,2,609,2,female,1,1.0,SC/Paris 2123,M,4,4,2,1.0,0.0
5,4,0,610,1,female,0,1.0,PC 17582,ABC,1,3,2,1.0,0.0
5,4,5,611,3,female,1,0.0,347082,M,7,7,2,1.0,0.0
3,1,0,612,3,male,0,0.0,SOTON/O.Q. 3101305,M,1,1,3,0.0,1.0
3,3,0,613,3,female,1,1.0,367230,M,2,2,2,1.0,0.0
3,1,0,614,3,male,0,0.0,370377,M,1,1,3,0.0,1.0
4,2,0,615,3,male,0,0.0,364512,M,1,1,3,0.0,1.0
3,4,2,616,2,female,1,1.0,220845,M,4,5,2,1.0,0.0
4,2,1,617,3,male,1,0.0,347080,M,3,3,3,0.0,1.0
4,3,0,618,3,female,1,0.0,A/5. 3336,M,2,2,2,1.0,0.0
0,4,1,619,2,female,2,1.0,230136,FG,4,4,2,1.0,0.0
4,2,0,620,2,male,0,0.0,31028,M,1,1,3,0.0,1.0
4,2,0,621,3,male,1,0.0,2659,M,2,2,3,0.0,1.0
5,4,0,622,1,male,1,1.0,11753,DE,2,2,3,0.0,1.0
3,3,1,623,3,male,1,1.0,2653,M,3,3,3,0.0,1.0
3,1,0,624,3,male,0,0.0,350029,M,1,1,3,0.0,1.0
3,3,0,625,3,male,0,0.0,54636,M,1,2,3,0.0,1.0
6,4,0,626,1,male,0,0.0,36963,DE,1,1,3,0.0,1.0
5,2,0,627,2,male,0,0.0,219533,M,1,1,0,0.0,1.0
3,4,0,628,1,female,0,1.0,13502,DE,1,3,2,1.0,0.0
4,1,0,629,3,male,0,0.0,349224,M,1,1,3,0.0,1.0
3,1,0,630,3,male,0,0.0,334912,M,1,1,3,0.0,1.0
6,3,0,631,1,male,0,1.0,27042,ABC,1,1,3,0.0,1.0
5,1,0,632,3,male,0,0.0,347743,M,1,1,3,0.0,1.0
4,3,0,633,1,male,0,1.0,13214,ABC,1,1,0,0.0,1.0
5,0,0,634,1,male,0,0.0,112052,M,1,1,3,0.0,1.0
1,3,2,635,3,female,3,0.0,347088,M,6,6,2,1.0,0.0
4,2,0,636,2,female,0,1.0,237668,M,1,1,2,1.0,0.0
4,1,0,637,3,male,0,0.0,STON/O 2. 3101292,M,1,1,3,0.0,1.0
4,3,1,638,2,male,1,0.0,C.A. 31921,M,3,3,3,0.0,1.0
5,4,5,639,3,female,0,0.0,3101295,M,6,7,2,1.0,0.0
3,3,0,640,3,male,1,0.0,376564,M,2,2,3,0.0,1.0
3,1,0,641,3,male,0,0.0,350050,M,1,1,3,0.0,1.0
3,4,0,642,1,female,0,1.0,PC 17477,ABC,1,2,2,1.0,0.0
0,3,2,643,3,female,3,0.0,347088,M,6,6,2,1.0,0.0
3,4,0,644,3,male,0,1.0,1601,M,1,8,3,0.0,1.0
0,3,1,645,3,female,2,1.0,2666,M,4,4,2,1.0,0.0
5,4,0,646,1,male,1,1.0,PC 17572,DE,2,3,3,0.0,1.0
3,1,0,647,3,male,0,0.0,349231,M,1,1,3,0.0,1.0
5,4,0,648,1,male,0,1.0,13213,ABC,1,1,0,0.0,1.0
3,1,0,649,3,male,0,0.0,S.O./P.P. 751,M,1,1,3,0.0,1.0
3,1,0,650,3,female,0,1.0,CA. 2314,M,1,1,2,1.0,0.0
3,1,0,651,3,male,0,0.0,349221,M,1,1,3,0.0,1.0
2,3,1,652,2,female,0,1.0,231919,M,2,2,2,1.0,0.0
3,2,0,653,3,male,0,0.0,8475,M,1,1,3,0.0,1.0
3,1,0,654,3,female,0,1.0,330919,M,1,1,2,1.0,0.0
2,1,0,655,3,female,0,0.0,365226,M,1,1,2,1.0,0.0
3,4,0,656,2,male,2,0.0,S.O.C. 14879,M,3,7,3,0.0,1.0
3,1,0,657,3,male,0,0.0,349223,M,1,1,3,0.0,1.0
4,3,1,658,3,female,1,0.0,364849,M,3,2,2,1.0,0.0
3,2,0,659,2,male,0,0.0,29751,M,1,1,3,0.0,1.0
5,4,2,660,1,male,0,0.0,35273,DE,3,3,3,0.0,1.0
5,4,0,661,1,male,2,1.0,PC 17611,M,3,2,0,0.0,1.0
5,1,0,662,3,male,0,0.0,2623,M,1,1,3,0.0,1.0
5,3,0,663,1,male,0,0.0,5727,DE,1,1,3,0.0,1.0
5,1,0,664,3,male,0,0.0,349210,M,1,1,3,0.0,1.0
3,1,0,665,3,male,1,1.0,STON/O 2. 3101285,M,2,1,3,0.0,1.0
4,4,0,666,2,male,2,0.0,S.O.C. 14879,M,3,7,3,0.0,1.0
3,2,0,667,2,male,0,0.0,234686,M,1,1,3,0.0,1.0
3,1,0,668,3,male,0,0.0,312993,M,1,1,3,0.0,1.0
5,2,0,669,3,male,0,0.0,A/5 3536,M,1,1,3,0.0,1.0
5,4,0,670,1,female,1,1.0,19996,ABC,2,2,2,1.0,0.0
5,4,1,671,2,female,1,1.0,29750,M,3,3,2,1.0,0.0
4,4,0,672,1,male,1,0.0,F.C. 12750,ABC,2,2,3,0.0,1.0
6,2,0,673,2,male,0,0.0,C.A. 24580,M,1,1,3,0.0,1.0
4,2,0,674,2,male,0,1.0,244270,M,1,1,3,0.0,1.0
4,0,0,675,2,male,0,0.0,239856,M,1,1,3,0.0,1.0
2,1,0,676,3,male,0,0.0,349912,M,1,1,3,0.0,1.0
3,2,0,677,3,male,0,0.0,342826,M,1,1,3,0.0,1.0
2,2,0,678,3,female,0,1.0,4138,M,1,1,2,1.0,0.0
5,4,6,679,3,female,1,0.0,CA 2144,M,8,8,2,1.0,0.0
5,4,1,680,1,male,0,1.0,PC 17755,ABC,2,4,3,0.0,1.0
3,2,0,681,3,female,0,0.0,330935,M,1,1,2,1.0,0.0
4,4,0,682,1,male,0,1.0,PC 17572,DE,1,3,3,0.0,1.0
3,2,0,683,3,male,0,0.0,6563,M,1,1,3,0.0,1.0
2,4,2,684,3,male,5,0.0,CA 2144,M,8,8,3,0.0,1.0
5,4,1,685,2,male,1,0.0,29750,M,3,3,3,0.0,1.0
3,4,2,686,2,male,1,0.0,SC/Paris 2123,M,4,4,3,0.0,1.0
2,4,1,687,3,male,4,0.0,3101295,M,6,7,3,0.0,1.0
3,2,0,688,3,male,0,0.0,349228,M,1,1,3,0.0,1.0
2,1,0,689,3,male,0,0.0,350036,M,1,1,3,0.0,1.0
2,4,1,690,1,female,0,1.0,24160,ABC,2,4,2,1.0,0.0
4,4,0,691,1,male,1,1.0,17474,ABC,2,2,3,0.0,1.0
0,2,1,692,3,female,0,1.0,349256,M,2,2,2,1.0,0.0
3,4,0,693,3,male,0,1.0,1601,M,1,8,3,0.0,1.0
3,1,0,694,3,male,0,0.0,2672,M,1,1,3,0.0,1.0
5,3,0,695,1,male,0,0.0,113800,M,1,1,0,0.0,1.0
5,2,0,696,2,male,0,0.0,248731,M,1,1,3,0.0,1.0
5,2,0,697,3,male,0,0.0,363592,M,1,1,3,0.0,1.0
3,1,0,698,3,female,0,1.0,35852,M,1,1,2,1.0,0.0
5,4,1,699,1,male,1,0.0,17421,ABC,3,4,3,0.0,1.0
5,1,0,700,3,male,0,0.0,348121,FG,1,1,3,0.0,1.0
2,4,0,701,1,female,1,1.0,PC 17757,ABC,2,5,2,1.0,0.0
4,3,0,702,1,male,0,1.0,PC 17475,DE,1,1,3,0.0,1.0
2,2,1,703,3,female,0,0.0,2691,M,2,2,2,1.0,0.0
3,1,0,704,3,male,0,0.0,36864,M,1,1,3,0.0,1.0
4,1,0,705,3,male,1,0.0,350025,M,2,1,3,0.0,1.0
5,3,0,706,2,male,0,0.0,250655,M,1,2,3,0.0,1.0
5,2,0,707,2,female,0,1.0,223596,M,1,1,2,1.0,0.0
5,3,0,708,1,male,0,1.0,PC 17476,DE,1,1,3,0.0,1.0
3,4,0,709,1,female,0,1.0,113781,M,1,6,2,1.0,0.0
3,3,1,710,3,male,1,1.0,2661,M,3,3,1,0.0,1.0
3,4,0,711,1,female,0,1.0,PC 17482,ABC,1,1,2,1.0,0.0
5,3,0,712,1,male,0,0.0,113028,ABC,1,1,3,0.0,1.0
5,4,0,713,1,male,1,1.0,19996,ABC,2,2,3,0.0,1.0
4,2,0,714,3,male,0,0.0,7545,M,1,1,3,0.0,1.0
5,2,0,715,2,male,0,0.0,250647,M,1,2,3,0.0,1.0
3,1,0,716,3,male,0,0.0,348124,FG,1,1,3,0.0,1.0
